address,초등학교,중학교,고등학교,학원,유치원 및 어린이집,병의원 및 약국,보건소,응급의료기관시설,백화점,대형마트,복합쇼핑센터,시장,헬스장,수영장,체육관,공원,영화관,카페,도서관,놀이터,경로당,사회복지관,등산로,산책로,미세먼지,범죄안전등급,경찰관서,여성안심지킴이집
경기도 이천시 모가면 송곡리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,중,0,하,0,중,중,0,0
경기도 이천시 모가면 소사리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,하,0,중,중,0,0
경기도 이천시 모가면 양평리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,하,0,중,중,0,0
경기도 이천시 모가면 원두리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,중,0,하,0,중,중,0,0
경기도 이천시 모가면 소고리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,중,0,하,0,중,중,0,0
경기도 이천시 모가면 신갈리,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,0,중,0,0,중,0,하,0,중,중,0,0
경기도 이천시 모가면 어농리,0,0,0,0,0,0,상,0,0,0,0,0,0,0,0,0,0,하,0,0,중,0,하,0,중,중,0,0
경기도 이천시 모가면 두미리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,하,0,중,중,0,0
경기도 이천시 설성면 금당리,0,0,0,하,0,하,0,0,0,0,0,0,0,0,0,0,0,중,0,0,중,0,하,0,중,중,중,0
경기도 이천시 설성면 장능리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,하,0,중,중,0,0
경기도 이천시 설성면 행죽리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,하,0,중,중,0,0
경기도 이천시 설성면 제요리,0,0,0,하,0,0,상,0,0,0,0,0,0,0,0,0,0,하,0,0,상,0,하,0,중,중,0,0
경기도 이천시 설성면 신필리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,중,0,하,0,중,중,0,0
경기도 이천시 설성면 장천리,0,0,0,0,하,0,상,0,0,0,0,0,0,0,0,0,0,0,0,0,상,0,하,0,중,중,0,0
경기도 이천시 설성면 자석리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,하,0,중,중,0,0
경기도 이천시 설성면 암산리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,중,0,하,0,중,중,0,0
경기도 이천시 설성면 송계리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,하,0,중,중,0,0
경기도 이천시 설성면 상봉리,0,0,0,0,0,0,상,0,0,0,0,0,0,0,0,0,0,0,0,0,상,0,하,0,중,중,0,0
경기도 이천시 설성면 수산리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,중,0,하,0,중,중,0,0
경기도 이천시 설성면 대죽리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,상,0,하,0,중,중,0,0
경기도 이천시 율면 고당리,0,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,상,0,하,0,중,중,중,0
경기도 이천시 율면 신추리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,하,0,중,중,0,0
경기도 이천시 율면 본죽리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,하,0,중,중,0,0
경기도 이천시 율면 북두리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,하,0,중,중,0,0
경기도 이천시 율면 산양리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,하,0,중,중,0,0
경기도 이천시 율면 석산리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,하,0,중,중,0,0
경기도 이천시 율면 산성리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,하,0,중,중,0,0
경기도 이천시 율면 오성리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,하,0,중,중,0,0
경기도 이천시 율면 월포리,0,0,0,0,0,0,상,0,0,0,0,0,0,0,0,0,0,하,0,0,상,0,하,0,중,중,0,0
경기도 이천시 율면 총곡리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,하,0,중,중,0,0
경기도 안성시 봉산동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,상,0,0,중,0,0,0,중,중,0,0
경기도 안성시 숭인동,0,0,0,중,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,중,0,0,0,중,중,0,0
경기도 안성시 영동,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,하,0,0,0,중,중,0,0
경기도 안성시 봉남동,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,하,중,0,0,0,중,중,0,0
경기도 안성시 구포동,0,0,0,중,중,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,0,중,중,0,0
경기도 안성시 동본동,0,0,0,0,0,중,0,0,0,0,0,0,0,0,0,0,0,중,0,0,하,0,0,0,중,중,0,0
경기도 안성시 명륜동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,하,0,0,0,중,중,0,0
경기도 안성시 옥천동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,하,0,0,0,중,중,0,0
경기도 안성시 낙원동,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,하,0,중,0,0,중,0,0,0,중,중,0,0
경기도 안성시 창전동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,하,0,0,0,중,중,0,0
경기도 안성시 성남동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,하,0,0,0,중,중,0,0
경기도 안성시 신흥동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,0,중,중,0,0
경기도 안성시 인지동,0,0,0,하,0,중,0,0,0,0,0,0,0,0,0,0,0,상,0,0,중,0,0,0,중,중,0,0
경기도 안성시 금산동,0,0,0,상,하,0,0,0,0,0,0,0,하,0,0,하,0,중,중,0,상,0,0,0,중,중,0,0
경기도 안성시 연지동,0,0,0,상,0,하,0,0,0,0,0,0,0,0,0,0,0,상,0,0,중,0,0,0,중,중,0,0
경기도 안성시 대천동,0,0,0,중,0,상,0,0,0,0,0,0,0,0,0,0,0,상,0,0,0,0,0,0,중,중,0,0
경기도 안성시 서인동,0,0,0,하,0,상,0,중,0,0,0,0,하,0,0,0,0,상,0,0,중,0,0,0,중,중,0,0
경기도 안성시 석정동,0,0,0,상,0,상,0,0,0,상,0,0,하,0,0,하,중,최상,0,중,중,0,0,0,중,중,중,0
경기도 안성시 아양동,0,0,0,하,하,하,0,0,0,0,0,0,하,0,0,0,0,하,0,0,상,0,0,0,중,중,0,0
경기도 안성시 금석동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,0,중,중,0,0
경기도 안성시 계동,0,0,0,0,0,0,0,0,0,중,0,0,0,0,0,0,0,하,0,0,하,0,0,0,중,중,0,0
경기도 안성시 옥산동,하,0,0,중,중,하,0,0,0,0,0,0,0,0,0,최상,0,중,0,하,상,0,0,0,중,중,0,0
경기도 안성시 사곡동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,하,0,0,0,중,중,0,0
경기도 안성시 도기동,0,0,0,하,0,하,상,0,0,0,0,0,0,0,0,하,0,중,0,0,중,0,0,0,중,중,0,0
경기도 안성시 당왕동,0,0,0,상,중,중,0,중,0,0,0,0,0,0,0,0,0,상,0,중,최상,0,0,0,중,중,0,0
경기도 안성시 가사동,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,하,중,0,0,0,중,중,0,0
경기도 안성시 가현동,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,0,0,하,0,0,중,0,0,0,중,중,0,0
경기도 안성시 신건지동,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,하,0,0,0,중,중,0,0
경기도 안성시 신소현동,0,0,0,하,0,하,0,0,0,0,0,0,0,0,0,0,0,하,0,0,중,0,0,0,중,중,0,0
경기도 안성시 신모산동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,중,0,0
경기도 안성시 현수동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,하,중,0,0,중,중,0,0
경기도 안성시 발화동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,중,0,0
경기도 안성시 중리동,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,하,0,하,0,0,상,0,0,0,중,중,0,0
경기도 안성시 공도읍 양기리,하,0,0,중,상,하,0,0,0,중,0,0,0,중,0,0,중,하,중,0,중,0,0,0,중,중,0,0
경기도 안성시 공도읍 웅교리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,상,0,0,0,중,중,0,0
경기도 안성시 공도읍 신두리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,중,0,0,0,중,중,0,0
경기도 안성시 공도읍 중복리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,0,중,중,0,0
경기도 안성시 공도읍 용두리,중,0,0,상,최상,중,상,0,0,0,0,0,0,0,0,0,0,상,상,하,상,0,0,0,중,중,0,0
경기도 안성시 공도읍 승두리,0,0,0,하,하,하,0,0,0,0,0,0,0,0,0,중,0,중,0,하,최상,0,0,0,중,중,0,0
경기도 안성시 공도읍 건천리,0,0,0,0,0,0,상,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,0,중,중,0,0
경기도 안성시 공도읍 불당리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,0,중,중,0,0
경기도 안성시 공도읍 만정리,하,중,중,상,상,상,0,0,0,중,0,0,상,0,0,상,0,최상,상,중,최상,0,0,0,중,중,중,하
경기도 안성시 공도읍 마정리,0,0,0,하,0,0,0,0,0,0,0,0,중,0,0,중,0,상,중,하,최상,0,0,0,중,중,0,0
경기도 안성시 공도읍 진사리,하,하,0,상,상,상,0,0,0,0,중,0,중,상,0,중,중,상,중,중,최상,0,0,0,중,중,0,0
경기도 안성시 보개면 적가리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,하,0,중,중,0,0
경기도 안성시 보개면 기좌리,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,하,0,중,중,0,0
경기도 안성시 보개면 북좌리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,하,0,중,중,0,0
경기도 안성시 보개면 상삼리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,중,0,하,0,중,중,0,0
경기도 안성시 보개면 신장리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,하,0,중,중,0,0
경기도 안성시 보개면 양복리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,하,0,하,0,중,중,0,0
경기도 안성시 보개면 오두리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,하,0,중,중,0,0
경기도 안성시 보개면 이전리,0,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,하,0,중,중,0,0
경기도 안성시 보개면 불현리,0,0,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,하,0,중,중,중,0
경기도 안성시 보개면 내방리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,하,0,중,중,0,0
경기도 안성시 보개면 동신리,0,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,중,0,하,0,중,중,0,0
경기도 안성시 보개면 곡천리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,하,0,하,0,중,중,0,0
경기도 안성시 보개면 복평리,0,0,0,0,0,0,상,0,0,0,0,0,0,0,0,하,0,중,0,0,하,0,하,0,중,중,0,0
경기도 안성시 보개면 구사리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,하,0,중,중,0,0
경기도 안성시 보개면 가율리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,하,0,중,중,0,0
경기도 안성시 보개면 신안리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,하,0,중,중,0,0
경기도 안성시 보개면 동평리,0,0,0,0,0,0,상,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,하,0,중,중,0,0
경기도 안성시 보개면 남풍리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,중,0,하,0,중,중,0,0
경기도 안성시 보개면 북가현리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,상,0,하,0,중,중,0,0
경기도 안성시 금광면 내우리,0,0,0,0,0,0,상,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,중,0,중,중,0,0
경기도 안성시 금광면 개산리,0,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,중,0,중,중,0,0
경기도 안성시 금광면 장죽리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,하,0,중,0,중,중,0,0
경기도 안성시 금광면 상중리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,중,0,중,중,0,0
경기도 안성시 금광면 금광리,0,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,하,0,중,0,중,중,중,0
경기도 안성시 금광면 현곡리,0,0,0,0,0,0,상,0,0,0,0,0,0,0,0,0,0,하,0,0,중,0,중,0,중,중,0,0
경기도 안성시 금광면 삼흥리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,상,0,중,0,중,중,0,0
경기도 안성시 금광면 사흥리,0,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,중,0,중,중,0,0
경기도 안성시 금광면 오흥리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,중,0,중,0,중,중,0,0
경기도 안성시 금광면 한운리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,중,0,중,중,0,0
경기도 안성시 금광면 오산리,0,0,0,0,0,0,상,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,중,0,중,중,0,0
경기도 안성시 금광면 옥정리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,중,0,중,중,0,0
경기도 안성시 금광면 석하리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,중,0,중,중,0,0
경기도 안성시 금광면 신양복리,0,0,0,하,0,하,0,0,0,0,0,0,0,0,0,0,0,중,0,0,상,0,중,0,중,중,0,0
경기도 안성시 서운면 인리,0,0,0,0,0,0,상,0,0,0,0,0,0,0,0,0,0,하,0,0,중,0,최상,0,중,중,0,0
경기도 안성시 서운면 청용리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,하,0,최상,0,중,중,0,0
경기도 안성시 서운면 송정리,0,0,0,0,0,0,상,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,최상,0,중,중,0,0
경기도 안성시 서운면 신촌리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,하,중,0,최상,0,중,중,0,0
경기도 안성시 서운면 산평리,0,0,0,0,0,0,상,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,최상,0,중,중,0,0
경기도 안성시 서운면 현매리,0,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,최상,0,중,중,0,0
경기도 안성시 서운면 동촌리,0,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,하,0,최상,0,중,중,0,0
경기도 안성시 서운면 신흥리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,최상,0,중,중,0,0
경기도 안성시 서운면 신능리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,중,0,0,중,0,최상,0,중,중,0,0
경기도 안성시 서운면 신기리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,최상,0,중,중,0,0
경기도 안성시 서운면 송산리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,최상,0,중,중,0,0
경기도 안성시 서운면 오촌리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,하,0,최상,0,중,중,0,0
경기도 안성시 서운면 양촌리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,0,0,중,0,최상,0,중,중,0,0
경기도 안성시 서운면 북산리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,최상,0,중,중,0,0
경기도 안성시 미양면 구례리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,0,중,중,0,0
경기도 안성시 미양면 계륵리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,중,0,하,중,0,0,0,중,중,0,0
경기도 안성시 미양면 개정리,0,0,0,0,하,0,상,0,0,0,0,0,0,0,0,하,0,0,0,0,상,0,0,0,중,중,0,0
경기도 안성시 미양면 신계리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,0,중,중,0,0
경기도 안성시 미양면 법전리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,0,중,중,0,0
경기도 안성시 미양면 용두리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,0,중,중,0,0
경기도 안성시 미양면 고지리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,상,0,0,0,중,중,0,0
경기도 안성시 미양면 정동리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,0,중,중,0,0
경기도 안성시 미양면 구수리,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,하,0,0,0,0,중,0,0,0,중,중,0,0
경기도 안성시 미양면 진촌리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,0,중,중,0,0
경기도 안성시 미양면 갈전리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,0,중,중,0,0
경기도 안성시 미양면 양지리,0,0,0,0,중,하,상,0,0,0,0,0,0,0,0,0,0,하,0,0,상,0,0,0,중,중,0,0
경기도 안성시 미양면 보체리,0,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,상,0,0,0,중,중,0,0
경기도 안성시 미양면 신기리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,0,중,중,0,0
경기도 안성시 미양면 강덕리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,하,0,0,0,중,중,0,0
경기도 안성시 미양면 후평리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,중,0,0
경기도 안성시 미양면 마산리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,0,중,중,0,0
경기도 안성시 미양면 양변리,0,0,0,0,0,하,0,0,0,0,0,0,0,0,0,하,0,0,0,0,중,0,0,0,중,중,0,0
경기도 안성시 대덕면 소현리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,0,중,중,0,0
경기도 안성시 대덕면 토현리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,0,중,중,0,0
경기도 안성시 대덕면 모산리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,중,0,0,0,중,중,0,0
경기도 안성시 대덕면 보동리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,중,0,0,0,중,중,0,0
경기도 안성시 대덕면 명당리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,0,중,중,0,0
경기도 안성시 대덕면 진현리,하,0,0,하,중,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,0,중,중,0,0
경기도 안성시 대덕면 건지리,0,0,0,하,하,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,0,중,중,중,0
경기도 안성시 대덕면 내리,하,0,0,하,중,하,0,0,0,0,0,0,0,0,0,0,0,상,0,중,중,0,0,0,중,중,중,하
경기도 안성시 대덕면 대농리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,0,중,중,0,0
경기도 안성시 대덕면 죽리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,중,0,0,0,중,중,0,0
경기도 안성시 대덕면 신령리,하,0,0,중,중,하,0,0,0,0,0,0,0,0,0,0,0,중,0,0,중,0,0,0,중,중,0,0
경기도 안성시 대덕면 무능리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,0,중,중,0,0
경기도 안성시 대덕면 소내리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,0,중,중,0,0
경기도 안성시 대덕면 삼한리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,0,중,중,0,0
경기도 안성시 양성면 동항리,하,하,0,하,0,하,상,0,0,0,0,0,0,0,0,0,0,상,0,0,중,0,상,0,중,중,중,하
경기도 안성시 양성면 구장리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,상,0,중,중,0,0
경기도 안성시 양성면 석화리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,상,0,중,중,0,0
경기도 안성시 양성면 추곡리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,상,0,중,중,0,0
경기도 안성시 양성면 조일리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,상,0,중,중,0,0
경기도 안성시 양성면 도곡리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,하,0,0,하,0,상,0,중,중,0,0
경기도 안성시 양성면 산정리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,상,0,중,중,0,0
경기도 안성시 양성면 이현리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,하,0,0,하,0,상,0,중,중,0,0
경기도 안성시 양성면 장서리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,상,0,중,중,0,0
경기도 안성시 양성면 난실리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,상,0,중,중,0,0
경기도 안성시 양성면 노곡리,0,0,0,0,하,0,상,0,0,0,0,0,0,0,0,0,0,하,0,0,상,0,상,0,중,중,0,0
경기도 안성시 양성면 미산리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,중,0,상,0,중,중,0,0
경기도 안성시 양성면 방축리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,상,0,중,중,0,0
경기도 안성시 양성면 필산리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,상,0,중,중,0,0
경기도 안성시 양성면 덕봉리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,중,0,상,0,중,중,0,0
경기도 안성시 양성면 명목리,0,0,0,0,0,하,상,0,0,0,0,0,0,0,0,0,0,0,0,0,상,0,상,0,중,중,0,0
경기도 안성시 양성면 삼암리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,상,0,중,중,0,0
경기도 안성시 양성면 방신리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,중,0,상,0,중,중,0,0
경기도 안성시 원곡면 성은리,0,0,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,하,0,0,중,0,최상,상,중,중,0,0
경기도 안성시 원곡면 칠곡리,0,0,0,0,0,하,0,0,0,0,0,0,0,0,0,하,0,상,0,0,상,0,최상,상,중,중,0,0
경기도 안성시 원곡면 지문리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,중,0,최상,상,중,중,0,0
경기도 안성시 원곡면 산하리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,중,0,최상,상,중,중,0,0
경기도 안성시 원곡면 내가천리,0,0,0,0,하,0,0,0,0,0,0,0,0,0,0,하,0,하,0,0,중,0,최상,상,중,중,0,0
경기도 안성시 원곡면 외가천리,0,0,0,0,0,하,상,0,0,0,0,0,0,0,0,0,0,중,0,0,상,0,최상,상,중,중,중,하
경기도 안성시 원곡면 반제리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,상,0,0,중,0,최상,상,중,중,0,0
경기도 안성시 원곡면 성주리,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,하,0,최상,상,중,중,0,0
경기도 안성시 일죽면 월정리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,하,0,0,상,0,하,0,중,중,0,0
경기도 안성시 일죽면 주천리,하,0,0,하,중,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,하,0,중,중,0,0
경기도 안성시 일죽면 죽림리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,하,0,중,중,0,0
경기도 안성시 일죽면 가리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,하,0,중,중,0,0
경기도 안성시 일죽면 산북리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,하,0,중,중,0,0
경기도 안성시 일죽면 당촌리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,중,0,하,0,중,중,0,0
경기도 안성시 일죽면 방초리,0,0,0,0,0,0,상,0,0,0,0,0,0,0,0,하,0,중,0,0,상,0,하,0,중,중,0,0
경기도 안성시 일죽면 송천리,0,0,0,0,0,중,상,0,0,0,0,0,0,0,0,0,0,상,중,0,상,0,하,0,중,중,중,0
경기도 안성시 일죽면 고은리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,하,0,중,중,0,0
경기도 안성시 일죽면 화곡리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,하,0,중,중,0,0
경기도 안성시 일죽면 능국리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,상,0,하,0,중,중,0,0
경기도 안성시 일죽면 신흥리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,상,0,하,0,중,중,0,0
경기도 안성시 일죽면 금산리,0,0,0,0,0,0,상,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,하,0,중,중,0,0
